Source;Length
Small site;1,618
Small site;1,657
Small site;1,85
Small site;1,963
Small site;1,728
Small site;1,997
Small site;1,688
Small site;1,868
Small site;1,952
Small site;0,599
Small site;0,442
Small site;0,522
Small site;0,59
Small site;0,705
Small site;0,688
Small site;0,743
Small site;1,833
Small site;0,086
Small site;0,094
Small site;1,503
Small site;1,533
Small site;1,721
Small site;1,836
Small site;1,607
Small site;1,887
Small site;0,406
Small site;0,939
Small site;0,184
Small site;0,186
Small site;1,366
Small site;1,429
Small site;1,622
Small site;2,25
Small site;2,149
Small site;1,04
Small site;0,452
Small site;0,534
Small site;0,639
Small site;0,881
Small site;0,521
Small site;0,234
Small site;0,359
Small site;0,371
Small site;1,239
Small site;1,409
Small site;1,7
Small site;1,632
Small site;1,772
Small site;1,72
Small site;1,778
Small site;1,98
Small site;2,089
Small site;1,843
Small site;2,088
Small site;1,872
Small site;2,052
Small site;2,137
Small site;0,782
Small site;0,596
Small site;0,397
Small site;0,718
Small site;0,815
Small site;0,807
Small site;0,35
Small site;0,604
Small site;0,595
Small site;0,705
Small site;1,776
Small site;1,808
Small site;2,012
Small site;2,612
Small site;2,654
Small site;2,523
Small site;1,203
Small site;1,317
Small site;1,352
Small site;1,555
Small site;1,528
Small site;1,46
Small site;0,718
Small site;0,689
Small site;0,604
Small site;0,826
Small site;0,992
Small site;1,049
Small site;1,293
Small site;0,736
Small site;0,939
Small site;0,65
Small site;0,716
Small site;0,778
Small site;0,625
Small site;1,651
Small site;1,823
Small site;2,069
Small site;2,001
Small site;2,257
Small site;2,16
Small site;1,864
Small site;1,963
Small site;2,185
Small site;2,28
Small site;2,012
Small site;2,194
Small site;2,248
Small site;2,431
Small site;2,585
Small site;2,518
Small site;1,416
Small site;1,164
Small site;1,014
Small site;0,812
Small site;0,938
Small site;0,991
Small site;1,104
Small site;0,839
Small site;0,631
Small site;0,653
Small site;0,485
Small site;0,929
Small site;1,124
Small site;1,217
Small site;1,222
Small site;1,194
Small site;0,823
Small site;0,77
Small site;0,627
Small site;0,688
Small site;1,76
Small site;1,763
Small site;1,975
Small site;2,553
Small site;2,592
Small site;2,473
Small site;1,195
Small site;1,281
Small site;1,322
Small site;1,557
Small site;1,534
Small site;1,467
Small site;0,811
Small site;0,748
Small site;0,914
Small site;1,085
Small site;1,325
Small site;0,775
Small site;0,944
Small site;0,656
Small site;0,77
Small site;0,7
Small site;1,637
Small site;1,811
Small site;2,017
Small site;1,949
Small site;2,221
Small site;2,12
Small site;1,742
Small site;1,849
Small site;2,074
Small site;2,165
Small site;1,894
Small site;2,065
Small site;2,2
Small site;2,382
Small site;2,519
Small site;2,472
Small site;1,405
Small site;1,128
Small site;1,036
Small site;0,841
Small site;0,99
Small site;1,043
Small site;1,172
Small site;0,881
Small site;0,686
Small site;0,756
Small site;1,023
Small site;1,163
Small site;1,261
Small site;1,251
Small site;1,174
Small site;0,928
Small site;0,785
Small site;1,183
Small site;1,366
Small site;1,776
Small site;1,76
Small site;1,816
Small site;0,576
Small site;0,176
Small site;0,298
Small site;0,356
Small site;0,404
Small site;1,384
Small site;1,598
Small site;1,322
Small site;1,557
Small site;1,325
Small site;0,128
Small site;1,636
Small site;1,521
Small site;1,702
Small site;1,621
Small site;2,005
Small site;1,943
Small site;1,113
Small site;0,363
Small site;0,657
Small site;0,223
Small site;1,244
Small site;1,469
Small site;1,593
Small site;1,724
Small site;1,39
Small site;1,352
Small site;1,866
Small site;0,586
Small site;1,468
Small site;1,245
Small site;1,429
Small site;1,808
Small site;1,763
Small site;1,839
Small site;0,719
Small site;0,706
Small site;1,559
Small site;1,361
Small site;1,755
Small site;1,519
Small site;1,767
Small site;1,204
Small site;1,468
Small site;0,281
Small site;1,834
Small site;0,443
Small site;1,372
Small site;1,633
Small site;1,724
Small site;1,846
Small site;1,593
Small site;1,573
Small site;1,745
Small site;0,658
Small site;1,669
Small site;1,436
Small site;1,622
Small site;2,012
Small site;1,975
Small site;2,046
Small site;0,768
Small site;0,554
Small site;1,706
Small site;1,522
Small site;1,912
Small site;1,655
Small site;1,897
Small site;1,391
Small site;1,63
Small site;0,238
Small site;0,223
Small site;2,066
Small site;0,294
Small site;1,54
Small site;1,787
Small site;1,893
Small site;2,019
Small site;1,727
Small site;1,696
Small site;1,978
Small site;1,804
Small site;0,651
Small site;0,638
Small site;0,743
Small site;1,816
Small site;1,839
Small site;2,046
Small site;2,638
Small site;2,679
Small site;2,553
Small site;1,245
Small site;1,351
Small site;1,387
Small site;1,599
Small site;1,573
Small site;1,505
Small site;0,774
Small site;0,743
Small site;0,657
Small site;0,882
Small site;1,048
Small site;1,1
Small site;1,343
Small site;0,787
Small site;0,983
Small site;0,694
Small site;0,749
Small site;0,819
Small site;0,68
Small site;1,692
Small site;1,864
Small site;2,097
Small site;2,03
Small site;2,291
Small site;2,193
Small site;1,857
Small site;1,962
Small site;2,185
Small site;2,278
Small site;2,008
Small site;2,181
Small site;2,278
Small site;2,461
Small site;2,608
Small site;2,549
Small site;1,457
Small site;1,197
Small site;1,062
Small site;0,861
Small site;0,991
Small site;1,044
Small site;1,159
Small site;0,89
Small site;0,684
Small site;0,709
Small site;0,539
Small site;0,895
Small site;0,984
Small site;1,175
Small site;1,27
Small site;1,272
Small site;1,232
Small site;0,878
Small site;0,816
Small site;0,738
Small site;0,729
Small site;0,462
Small site;0,725
Small site;0,66
Small site;0,402
Small site;3,907
Small site;3,583
Small site;3,546
Small site;4,029
Small site;4,29
Small site;4,135
Small site;4,881
Small site;2,108
Small site;2,25
Small site;2,612
Small site;2,553
Small site;2,638
Small site;0,082
Small site;0,18
Small site;1,534
Small site;1,358
Small site;1,416
Small site;1,458
Small site;2,386
Small site;2,191
Small site;2,585
Small site;2,342
Small site;2,426
Small site;2,587
Small site;3,665
Small site;3,955
Small site;4,08
Small site;4,276
Small site;4,285
Small site;4,341
Small site;4,397
Small site;4,465
Small site;4,959
Small site;4,64
Small site;4,828
Small site;3,823
Small site;3,649
Small site;4,335
Small site;4,531
Small site;2,078
Small site;2,298
Small site;0,552
Small site;0,27
Small site;1,357
Small site;1,972
Small site;1,916
Small site;1,989
Small site;2,132
Small site;2,039
Small site;2,203
Small site;2,462
Small site;2,554
Small site;2,676
Small site;2,415
Small site;2,388
Small site;1,88
Small site;1,111
Small site;2,492
Small site;1,961
Small site;3,639
Small site;3,983
Small site;3,66
Small site;3,448
Small site;3,627
Small site;4,11
Small site;4,372
Small site;4,217
Small site;4,424
Small site;4,645
Small site;4,961
Small site;2,654
Small site;2,592
Small site;0,768
Small site;2,679
Small site;0,262
Small site;1,593
Small site;1,429
Small site;1,487
Small site;1,527
Small site;2,446
Small site;2,248
Small site;2,642
Small site;2,404
Small site;2,492
Small site;2,65
Small site;3,746
Small site;4,029
Small site;4,162
Small site;4,358
Small site;4,367
Small site;4,423
Small site;4,479
Small site;4,546
Small site;4,721
Small site;4,91
Small site;3,574
Small site;3,489
Small site;3,9
Small site;3,726
Small site;3,538
Small site;4,416
Small site;4,613
Small site;2,134
Small site;2,355
Small site;0,631
Small site;0,632
Small site;0,35
Small site;1,421
Small site;2,054
Small site;1,998
Small site;1,963
Small site;1,967
Small site;1,998
Small site;2,017
Small site;1,985
Small site;2,047
Small site;2,199
Small site;2,098
Small site;2,258
Small site;2,521
Small site;2,608
Small site;2,729
Small site;2,478
Small site;2,453
Small site;1,948
Small site;1,194
Small site;3,589
Small site;2,554
Small site;3,409
Small site;3,742
Small site;3,417
Small site;3,371
Small site;3,851
Small site;4,11
Small site;3,955
Small site;1,964
Small site;1,833
Small site;2,149
Small site;2,523
Small site;2,473
Small site;0,719
Small site;0,554
Small site;2,553
Small site;0,18
Small site;0,262
Small site;1,408
Small site;1,216
Small site;1,197
Small site;1,206
Small site;1,264
Small site;1,31
Small site;2,258
Small site;2,07
Small site;2,462
Small site;2,208
Small site;2,451
Small site;3,49
Small site;3,797
Small site;3,9
Small site;4,096
Small site;4,105
Small site;4,161
Small site;4,217
Small site;4,288
Small site;4,782
Small site;4,462
Small site;4,648
Small site;3,659
Small site;3,484
Small site;3,296
Small site;4,159
Small site;4,352
Small site;4,859
Small site;1,958
Small site;1,923
Small site;2,178
Small site;0,379
Small site;2,488
Small site;0,103
Small site;1,222
Small site;1,367
Small site;1,792
Small site;1,738
Small site;1,708
Small site;1,716
Small site;1,749
Small site;1,744
Small site;1,986
Small site;2,085
Small site;2,337
Small site;2,437
Small site;2,562
Small site;2,28
Small site;2,249
Small site;1,732
Small site;0,932
Small site;3,355
Small site;2,392
Small site;1,372
Small site;0,946
Small site;2,358
Small site;1,203
Small site;1,195
Small site;0,576
Small site;1,245
Small site;1,534
Small site;1,593
Small site;1,408
Small site;0,272
Small site;0,449
Small site;0,987
Small site;0,922
Small site;1,543
Small site;1,502
Small site;1,635
Small site;1,763
Small site;1,594
Small site;1,939
Small site;1,445
Small site;1,135
Small site;1,307
Small site;1,547
Small site;1,385
Small site;0,213
Small site;0,242
Small site;1,383
Small site;1,317
Small site;1,281
Small site;1,351
Small site;1,216
Small site;0,272
Small site;0,069
Small site;0,771
Small site;1,301
Small site;1,244
Small site;1,496
Small site;1,338
Small site;1,694
Small site;0,94
Small site;1,353
Small site;1,348
Small site;1,352
Small site;1,322
Small site;1,387
Small site;1,197
Small site;1,275
Small site;0,76
Small site;1,362
Small site;1,299
Small site;1,545
Small site;1,394
Small site;1,754
Small site;1,243
Small site;1,366
Small site;1,408
Small site;0,177
Small site;1,652
Small site;1,647
Small site;0,176
Small site;1,695
Small site;0,124
Small site;0,096
Small site;0,183
Small site;1,873
Small site;1,286
Small site;0,103
Small site;1,803
Small site;1,555
Small site;1,557
Small site;0,298
Small site;1,599
Small site;1,358
Small site;1,429
Small site;1,206
Small site;0,124
Small site;0,195
Small site;0,305
Small site;0,856
Small site;0,805
Small site;1,736
Small site;1,654
Small site;1,742
Small site;1,872
Small site;1,751
Small site;2,123
Small site;1,811
Small site;0,955
Small site;1,403
Small site;1,746
Small site;1,528
Small site;1,534
Small site;0,356
Small site;1,573
Small site;1,416
Small site;1,487
Small site;1,264
Small site;0,068
Small site;1,054
Small site;1,274
Small site;0,983
Small site;1,211
Small site;4,231
Small site;4,292
Small site;0,254
Small site;0,357
Small site;0,915
Small site;0,863
Small site;1,775
Small site;1,697
Small site;1,791
Small site;1,92
Small site;1,794
Small site;2,163
Small site;1,806
Small site;1,013
Small site;1,161
Small site;1,462
Small site;1,144
Small site;1,283
Small site;1,416
Small site;1,049
Small site;1,004
Small site;1,743
Small site;1,127
Small site;1,04
Small site;1,46
Small site;1,467
Small site;0,404
Small site;1,505
Small site;1,458
Small site;1,527
Small site;1,31
Small site;0,068
Small site;0,992
Small site;1,211
Small site;0,924
Small site;1,154
Small site;0,949
Small site;0,414
Small site;0,946
Small site;0,892
Small site;1,753
Small site;1,683
Small site;1,785
Small site;1,914
Small site;1,779
Small site;2,144
Small site;1,744
Small site;1,054
Small site;1,206
Small site;1,498
Small site;1,271
Small site;0,511
Small site;1,081
Small site;1,217
Small site;1,351
Small site;0,99
Small site;0,949
Small site;1,683
Small site;1,068
Small site;0,738
Small site;0,628
Small site;0,097
Small site;0,193
Small site;0,404
Small site;0,363
Small site;0,304
Small site;0,142
Small site;0,232
Small site;2,849
Small site;3,082
Small site;2,76
Small site;2,548
Small site;2,592
Small site;3,024
Small site;3,184
Small site;3,018
Small site;2,684
Small site;3,048
Small site;3,194
Small site;3,41
Small site;3,725
Small site;4,875
Small site;1,948
Small site;1,948
Small site;1,992
Small site;2,411
Small site;2,35
Small site;1,728
Small site;2,702
Small site;3,21
Small site;3,036
Small site;2,999
Small site;3,147
Small site;3,223
Small site;3,278
Small site;3,343
Small site;4,085
Small site;4,122
Small site;3,457
Small site;4,035
Small site;3,808
Small site;3,626
Small site;3,703
Small site;4,451
Small site;4,715
Small site;4,738
Small site;4,331
Small site;4,651
Small site;4,824
Small site;4,768
Small site;1,534
Small site;4,702
Small site;2,957
Small site;2,786
Small site;2,691
Small site;2,551
Small site;3,004
Small site;2,826
Small site;2,647
Small site;2,503
Small site;3,345
Small site;3,486
Small site;3,883
Small site;4,191
Small site;4,972
Small site;4,783
Small site;0,945
Small site;0,973
